Artwork_ID,Artwork_Title,Artwork_Tag,Comments_count,Likes_count
4577,Moving,"['Digital 2D', 'Illustration', 'Portraits', 'Realism', 'realism', 'ipad', 'running', 'swimming', 'resting']",0,12
7702,Youta,,0,16
1181,Bunny Binge Splash Screen,"['Digital 2D', 'Game Art', 'Illustration', 'Cover Art', 'art', 'illustration', 'gameart', 'playtika', 'board kings']",0,7
6417,Studio Musician Bust,"['Digital 3D', 'Realism', 'Character Modeling', 'Render', '3dart', 'Blender', 'Sculpt', 'Character', 'Clothes', 'DigitalHuman', 'Realism', 'Bust', 'Hair', 'Eyes']",0,6
4863,ORIGIN v5 [UnrealEngine 4],"['Digital 3D', 'Real-time', 'Science Fiction', 'Environmental Concept Art & Design', 'VFX for Film, TV & Animation', 'ue4', 'unrealengine', 'Film', 'Megascans', 'Real-time', 'SciFi']",0,6
1343,Cat in the Case - teaser,"['Digital 2D', 'Traditional Dry Media', 'Mixed Media', 'Comic Art', 'Illustration', 'Cover Art', 'Digital 2D', 'Comic', 'Cat', 'Snake', 'Book', 'Art', 'portfolio', 'adventure', 'smirnovschool']",1,9
3154,HW21 REVEAL,"['Digital 3D', 'Vehicles', 'Environmental Concept Art & Design', 'Automotive', 'livery', 'livery design', 'hongworks', 'hongworks design', 'racing', 'f1', 'formula1', 'formula 1', 'f1 livery', 'formula 1 livery', 'martini']",1,7
6386,Stormbreaker,"['Digital 3D', 'Science Fiction', 'Weapons', 'Hard Surface', 'Thor axe', 'stormbreaker', 'axe', 'weapon']",0,12
7505,Wax horse,"['Digital 3D', 'Animals & Wildlife', 'Lighting', 'Stylized', 'horse', 'carving', 'sculpt']",0,4
500,Alpha,,0,14
3597,Jade Blade (Dagger),"['Digital 2D', 'Digital 3D', 'Props', 'Weapons', '', 'Jade Blade (Dagger)', '', 'Dager', '', 'Handpainting', '', 'Fo_Ortuna', '', 'Weapon', '', 'Coldweapon', '', 'Jadeweapon', '', 'handpaintweapon']",0,11
4271,Mars space station,"['Digital 2D', 'Concept Art', 'Science Fiction', 'Environmental Concept Art & Design', 'MARS', 'SPACESTATION']",0,8
5812,Salamander Boy,"['Digital 2D', ""Children's Art"", 'Character Design', 'Character Modeling', 'salamander', 'mecha', 'mechaboy', 'cute', 'boy', 'soldier', 'robot', 'mechaanimal']",0,12
7643,World of Slots - Various Pop ups,"['Digital 2D', 'Game Art', 'User Interface (UI) Art', 'Stylized', 'popups', 'ui', 'game art', 'mobile art', 'egypt', 'viking', 'slot machine']",1,6
4132,M4 3d modeling,"['Digital 3D', 'Weapons', 'Hard Surface', 'Lighting', 'texture', 'gun', 'hardsurface']",1,8
5630,Ringflower,"['Digital 3D', 'Architectural Concepts', 'Environmental Concept Art & Design', 'Abstract', 'rings', 'fantasy', 'mystery', 'valley', 'alien']",1,12
5323,Princess Serenity,"['Comic Art', 'Anime & Manga', 'Character Design', 'cute', 'kawaii', 'manga', 'anime', 'sweet', 'adorable', 'drawing', 'traditional', 'art', 'artist', 'copic', 'marker', 'lighane', 'makeup', 'eye', 'eyes', 'face', 'light', 'darkness', 'fire', 'water', 'cat', 'portrait', 'lips', 'selfie', 'ootd', 'animal', 'pet', 'pomeranian', 'spellbook', 'tome', 'magic', 'dog', 'hair', 'hairstyle', 'styling', 'sailormoon', 'pokemon', 'galaxy', 'bat', 'batman', 'tutorial', 'working', 'station', 'place', 'girl', 'woman', 'sexy', 'ahri', 'kda', 'leagueoflegends', 'wildrift', 'legendsofruneterra', 'serenity', 'princess']",0,12
7278,"Valeria , The Imperial woman warrior, 32mm miniature","['Fantasy', 'Science Fiction', 'Character Design', 'empire', 'tabletop games', 'miniature games', '32mm', 'miniatures', 'mordheim', 'rol games', 'warhammer', 'woman warrior', 'warhammer fantasy', 'dungeons and dragons']",0,13
1695,Control Cabinet Retexturing,"['Digital 3D', 'Game Art', 'Textures & Materials', 'Games and Real-Time 3D Environment Art', 'cabinet', 'signal', 'control', 'texturing']",0,7
3140,HADES,"['Digital 3D', 'Automotive', 'Hard Surface', 'Mechanical Design', 'car', 'camaro', 'chevorlet', 'hotrod', 'v12', 'slammed', 'camber', 'stance']",0,8
6185,Socrates,"['Digital 3D', 'Portraits', 'Technical Art', 'Socrates', 'head', 'man', 'old']",0,11
991,Biological design practice,"['Digital 2D', 'Fantasy', 'Creatures', 'Animals & Wildlife']",0,13
5928,Sculpting Study,"['Digital 3D', 'Still Life', 'Props']",3,8
6811,The Lich,"['Digital 3D', 'Creatures', 'Horror', 'Character Modeling', 'Lich', 'creature', 'bust', 'classwork']",0,12
6958,The soul of Ocean,"['Digital 2D', 'Illustration']",0,15
158,20210325,"['Digital 2D', 'Game Art', 'Character Design', 'Character Modeling']",0,10
1393,CharaDesignStepChalleng - elf assassin,"['Digital 2D', 'Digital 3D', 'Fantasy', 'Illustration', 'Character Design', 'fantasy', 'ttrpg', 'charadesign', 'illustration', 'steampunk', 'elf', 'assassin', 'digital2D', 'krita', 'character design']",0,12
1587,Cold_Zero - Digital Fashion line,"['Digital 3D', '3D Printing', 'Mixed Media', 'Concept Art', 'Fashion & Costume Design', 'nft', 'digital fashion', 'luxury', 'nftart', 'leatherjacket', 'science-fiction', 'sleek', 'chic', 'render', 'redshit', 'marvelous designer', 'cyberpunk']",0,9
7433,Walk cycle - Nam-Kha,"['Digital 3D', 'Animation', 'Real-time', 'Game Art', 'Character Modeling', 'Character Animation', 'animation', '3d animation', 'walk cycle', 'game animation']",0,12
3998,Link fanart animation,"['Digital 3D', 'Animation', 'Character Animation', 'Zelda', 'Animation', 'Faanart']",0,8
6263,Spawn,"['Digital 2D', 'Digital 3D', 'Concept Art', 'Fan Art', 'Character Modeling']",0,6
1346,"Catastonauts: Ship assets, Menu environments, and Ship Outlines","['Digital 3D', 'Game Art', 'Gameplay & Level Design']",0,9
2260,Duality,"['Traditional Paint', 'Textures & Materials', 'Cover Art', 'Abstract', 'oil', 'painting', 'texture', 'red', 'idontknowwhatimdoing', 'pink']",0,7
283,>Observer_ | Level Design | Cinematic Design | Level Art,"['Digital 3D', 'Science Fiction', 'Game Art', 'Environmental Concept Art & Design', 'horror', 'observer', 'rutger hauer', 'sci-fi', 'cyberpunk', 'blade runner', 'level design', 'level art']",0,9
3422,I have something to say!,,0,9
7517,Welcome To Loom Cinematic - Sackboy: A Big Adventure,"['Digital 3D', 'Animation', 'Real-time', 'Sackboy', 'axisstudios', 'loom', 'PS5']",0,6
3653,Joker,"['Digital 3D', 'Real-time', 'Portraits', 'Character Design', 'Character Modeling', 'joker', 'zbrush', 'maya', 'substancepainter', 'dccomics', 'character', 'portrait', 'characterdesign', 'rendering', 'pixologic', 'digitalhuman', 'fanart']",1,14
7345,Viking girl,"['Digital 2D', 'viking', 'fantasy', 'Concept Art', 'Character Design']",0,8
5154,Pink Tree,"['Digital 2D', 'Fantasy', 'Concept Art', 'Environmental Concept Art & Design', 'fantasy', 'conceptart', 'concept_art', 'concept art', 'art', 'concept', 'digital', 'drawing', 'environmental', 'vegetal', 'vegetation', 'photoshop', 'painting', 'training']",0,15
6089,Sketch 01,"['Digital 2D', 'Portraits', 'przybys', 'sketch', 'procreate', 'fun', 'lineart']",0,7
7815,batmetal fan art,"['Digital 2D', 'Digital 3D', '3D Printing', 'Anatomy', 'Anime & Manga', 'Character Animation', 'batman', 'batmetal', 'zbrush']",0,4
5390,Punk 3d,"['Digital 3D', 'Character Modeling', 'punk', '3dcharacter', 'badass', 'toon', 'styliced']",0,10
549,Android 18,"['Digital 2D', 'Illustration', 'Anime & Manga', 'Fan Art']",1,10
2953,Genesian Dungeons Mod - Conan Exiles mod,"['Digital 3D', 'Real-time', 'Game Art', 'Gameplay & Level Design', 'Unreal Engine', 'Conan Exiles', 'Mod']",0,11
7853,catapulta medieval para videojuegos y workshop_wargame,"['Digital 3D', 'Props', 'Weapons', 'Stylized', '', 'asset', '', 'catapulta']",0,8
1016,Black Market Broker / Odyssey Tahm Kench - Skin Concept,"['Digital 2D', 'Concept Art', 'Fan Art', 'Character Design', 'skin concept', 'league of legends', 'tahm kench']",0,7
7367,Viper from Valorant - Full Character fanart,"['Digital 3D', 'Game Art', 'Character Design', 'Character Modeling', 'viper', 'valorant', 'fanart', 'zbrush', 'character', 'concept']",0,10
2776,Forgotten Icons,"['Architectural Visualization', 'Environmental Concept Art & Design', 'Games and Real-Time 3D Environment Art', 'Coca-Cola', 'red', 'pokemon', 'cute', 'sad', 'retro', 'cinema 4d', 'pac man', 'yello', 'nature', 'mountains']",0,13
6924,The cross,"['Digital 2D', 'Horror', 'Portraits']",1,13
7451,Warbound Pinup 2,"['Digital 2D', 'Concept Art', 'Comic Art', 'Cover Art', 'comics', 'freelance', 'colorist', 'Colors', 'atrist', 'comic books', 'storytelling', 'cover', 'pinup', 'comicart', 'superheroes', 'indiecomics', 'warbound', 'armor', 'thunder', 'battleground', 'black superhero', 'immortal']",0,12
1408,Character Design Challenge - Fox Adventurer - Pocky the Fluffy Fox,"['Digital 2D', 'Creatures', 'Animals & Wildlife', 'Character Design', 'characterdesignchallenge', 'cdchallenge', 'fox', 'white', 'adventurer', 'fluffy', 'pet', 'cute', 'digitalpainting']",0,16
1256,Cable Car,"['Digital 3D', 'Game Art', 'Vehicles', 'Basel', 'Basler', 'Tram', 'BVB', 'Trämli', 'Liacart']",1,8
7580,Wip flintlock pistol - game assets,"['Digital 3D', 'Game Art', 'Props', 'Weapons', 'pirate', 'gun', 'pistol', 'flintlock']",0,12
4113,Luna,"['Digital 2D', 'Character Design', 'doll', 'doll design', 'toy', 'toy design']",0,13
5476,Ragnarok,"['Digital 3D', 'Live Action CG/VFX', 'Creatures', 'Character Design', 'Character Modeling', 'Realtime', 'Cycles', 'details', 'modelling', '', 'modelling', '', 'sculpting', 'Detailed', 'Blender3D', 'dirty', 'concept art', 'Horns', 'reptile', 'scally', 'Zbrush', 'Sculpting Zbrush', 'sea', 'ceatureArt', 'monster', 'beast']",0,11
1982,Dead Star Requiem,"['Digital 2D', 'Science Fiction', 'Portraits']",2,16
761,Autumn Creature,"['Digital 2D', 'Concept Art', 'Creatures', 'Anatomy', 'monster', 'creature', 'fantasy', 'soldier', 'warrior', 'autumn', 'forest', 'leaf', 'arrow', 'concept', 'design']",0,6
644,Arctic Dogs - Lemmy,"['Digital 2D', 'Concept Art', 'Visual Development', 'arctic dogs']",1,17
1747,Creature Chef,"['Digital 3D', 'Character Design', 'Character Modeling', 'creature', 'cook', 'worm', '3d', 'art']",1,14
1809,Cyber Kitsune,"['Digital 3D', 'Fantasy', 'Creatures', 'Character Modeling', 'kitsune', 'fox', 'spirit', 'character', 'challenge', 'creature', 'fantasy', 'fairytale', 'japan', 'japanese']",0,5
3105,Grenade M84,"['Digital 3D', 'Props', 'Weapons', 'grenade', 'M84', 'weapons']",0,11
1992,Death Watch Twi'lek,"['Digital 2D', 'Concept Art', 'Character Design', 'mandalorian', 'star wars', 'death watch', 'deathwatch', 'sci fi', 'sci-fi', 'oc', 'female', 'girl', 'woman']",0,7
1621,Comic book illustration for Ayumi production,"['Digital 2D', 'Traditional Ink', 'Traditional Dry Media', 'Comic Art']",2,6
8232,sheesh,"['Digital 2D', 'Anime & Manga']",0,9
1801,Cute Penguin,"['Digital 3D', 'Real-time', 'Mixed Media', ""Children's Art"", 'Animals & Wildlife', 'Character Modeling', 'Blender', 'Penguin', 'Character', 'Cartoon', 'Children', 'Model', 'Animal', 'Bird', 'Illustration', 'Concept', 'Rigged', 'Cute', 'Nice', 'Substance', 'Marmoset', 'Pin', 'Small', 'Student', 'Artwork', 'Book', 'Game', 'Ready', 'Asset', 'Lowpoly', 'Design', 'Baby', 'Arctic', 'Kind', 'Kinder', 'Funny', 'Black', 'Painting', 'Hand', 'Painted', 'Style', 'Modelling', 'Sweet', 'Chick', 'Nesting', 'Digital', '3D', 'RTX', 'Realtime', 'Cordy', 'NFT', 'Raytracing', 'PBR', 'Physically', 'Based', 'Rendering', 'Materials']",0,15
1776,Crystals,"['Digital 2D', 'Concept Art', 'Props', 'ConceptArt', 'Crystal']",0,11
5144,Pictures into character,"['Digital 2D', 'Fantasy', 'Illustration', 'Character Design', 'character design', 'challenge']",2,11
3301,Hill Eco House,"['Architectural Visualization', 'Architectural Concepts', 'render', 'cgi', 'tone', 'interior', 'architecture', 'artist', 'stule', 'viral', 'trending', 'share', 'passion', 'welcoming']",0,9
3913,Learning Substance Designer (The Early Days),"['Digital 3D', 'Game Art', 'Textures & Materials']",0,6
6808,The Last of Us: Part 2 - Abandoned city,"['Digital 2D', 'Concept Art', 'Game Art', 'Illustration', 'Concept Art', 'Game Art', 'The Last of Us: Part 2', 'Illustration']",0,3
6992,Tifa Lockhart - Final Fantasy VII Fan Art,"['Digital 2D', 'Game Art', 'Fan Art', 'Character Design', 'saulosouzaartwork', 'saulo souza artwork', 'tifalockhart', 'tifa', 'finalfantasyvii', 'finalfantasy7', 'ff7remake', 'ffviiremake', 'finalfantasy7remake', 'finalfantasyviiremake']",0,9
482,Alien head,"['Digital 3D', 'Anatomy', 'alien', 'head', 'zbrush', 'sculpture', 'arnold', 'sci-fi', 'science fiction']",1,9
7319,Vertical Landscapes,"['Digital 2D', 'Concept Art', 'Illustration', 'Environmental Concept Art & Design', 'landscape', 'painting', 'digitalart', 'background design']",1,8
7831,blood mage ritual,"['Digital 2D', 'Digital 3D', 'fantasy', 'wizard', 'fire', 'bood']",1,13
4648,My style of a DTIYS 2 (instagram),"['Digital 2D', 'Fan Art', 'Portraits', 'Character Design', '', 'character', '', 'characterdesign', '', '2D', '', 'light', '', 'girl', '', 'hair', '', 'digital', '', 'digitalartwork']",0,13
2672,Fire Alarm,"['Digital 3D', 'Props', 'Textures & Materials', 'Games and Real-Time 3D Environment Art', 'fire', 'alarm', 'retro', 'system', 'pull', 'bell', 'vintage', 'unreal', 'asylum', 'horror']",0,13
8183,practice,"['Digital 3D', 'Character Design', 'Character Modeling', 'Character Animation', 'practice']",0,5
7405,WIDOWMAKER,"['Digital 2D', 'Concept Art', 'Illustration', 'Fan Art', 'overwatch', 'widowmaker', 'widowmakeroverwatch', 'digitalart', 'fanart']",0,13
6831,The Messenger's Axe,"['Digital 2D', 'Digital 3D', 'Concept Art', 'Props', 'Weapons', 'Concept art', 'World building', 'Axe', 'Makeshift', 'Weapon', 'Tool', 'Wood', 'Scavenged materials', 'Prop', 'Props', 'Prop design', 'Weapon Design', 'Metal', 'Sculpt', '3D Sculpt', '3d Concept', '3d modeling']",1,13
4628,Mustang 65,"['Digital 3D', 'Vehicles', 'Realism', 'car', 'mustang', 'realism', 'render', 'environment']",0,10
2720,Float,"['Digital 2D', 'Sketches', 'Stylized', 'Abstract', 'float', 'peace', 'peaceful', 'calm', 'quiet', 'water', 'reflect']",0,5
635,Archer,['Digital 2D'],0,11
8576,海上冲浪者——名动漫学员角色原画作品,"['Board & Card Game Art', 'Character Design', '同人', '少女', '潜水服', '鱼叉', '马尾']",0,9
5486,Rainy day,"['Digital 3D', 'Environmental Concept Art & Design', 'Lighting', 'Realism', 'props', '3dmodel', 'texture', 'digital3D', 'realism', '3d', 'Multi Shot', 'lighting', 'render', 'Autodesk', 'SubstancePainter', 'rain']",0,5
1171,Buildings for Solitaire,"['Digital 2D', 'Digital 3D', 'Architectural Concepts', 'Environmental Concept Art & Design', 'Gameplay & Level Design', '2d paint over', 'structure', 'isometric buildings', 'buildings', 'casual game houses', 'casual game art', '3d structure', '3d houses', '3d environment art', 'cute houses', '3d buildings']",0,8
6280,Sphinx Gazé project,"['Digital 3D', 'Animation', 'Animals & Wildlife', 'Games and Real-Time 3D Environment Art', 'Lighting', 'insect', 'ESMA', 'Forest', 'Jungle', 'Buterfly']",0,22
537,"Ancient Assets for ""The Village""","['Digital 3D', 'Game Art', 'Hard Surface', 'Stylized', 'Stone', 'Pillar', 'Stylized', 'Ancient', 'Gold', 'Wear', 'Civilization', 'Wood', 'Village', 'Environment']",0,11
4390,Mermaid Portrait I,"['Digital 2D', 'Fantasy', 'Illustration', 'Portraits', 'digitalart', 'illustration', 'digitalpainting', 'portrait', 'woman', 'digitalportrait', 'mermaid', 'underwater']",0,11
7356,Vintage Coca-Cola Vending Machine,"['Digital 3D', 'Real-time', 'Game Art', 'Games and Real-Time 3D Environment Art', 'Realism', 'game art', 'real time game art', 'retro', 'vintage', 'realism', '3D modeling']",1,11
701,Artifact,"['Digital 2D', 'Digital 3D', 'Mixed Media', 'Matte Painting', 'Illustration', 'Environmental Concept Art & Design', 'magic', 'hidden', 'walking', 'trapped', 'game', 'portal', 'wind', 'teleport', 'morning', 'winter', 'postapo', 'derelict', 'antenna', 'station', 'poland', 'cold', 'nuclear', 'creepy', 'day', 'snow', 'rain', 'alone', 'artifact', 'covid', 'virus', 'plane', 'airport', 'airplane', 'cube', 'minecraft']",0,15
5065,Pangolin Rider,"['Digital 3D', 'Anatomy', 'Animals & Wildlife', 'Character Modeling']",0,9
8442,一个演示,"['Digital 2D', 'Game Art', 'Illustration', 'Fan Art']",0,7
5650,Robot Spine_Free 3D model,"['Digital 3D', 'Animation', 'Real-time', 'Mecha', 'Character Design', 'Character Modeling', 'Robot', 'Spine', 'Mecha', 'Unity', 'Vray', 'Anatomy', 'scifi', 'neck', 'chest', 'pelvis', 'robotic', 'android']",1,8
647,Aresia,"['Digital 3D', 'Real-time', 'Game Art', 'Environmental Concept Art & Design', '', 'Unreal', '', 'SubstancePainter', '', 'AutodeskMaya', '3d environment']",0,7
1427,Character Sculpt Painting,"['Digital 2D', 'Digital 3D', 'Animation', 'Character Design']",0,9
7059,Toward Adventure,"['Digital 2D', 'Fantasy', 'Illustration', 'Anime & Manga', 'drawing', 'beauty', 'adorable', 'Digital', 'Cute', 'Painting', 'Anime', 'OC', 'Manga', 'Original character', 'Original', 'cutie', 'Beautiful', 'Cool', 'Surrender Comics', 'so cute', '2019', 'emotion', 'SCU Enoch', 'Fables of Verum', 'fantasy', 'adventure', 'cool guy', 'dude', 'boi']",0,19
4145,ME!ME!ME! Rifle,"['Digital 3D', 'Weapons', 'Anime & Manga', 'me!me!me!', 'me me me', 'anime gun', 'weapon']",1,8
589,Annie Lennox,"['Illustration', 'Fan Art', 'Portraits', 'diva', 'annielennox', 'singer', 'eurythmics', 'woman', 'idol', 'flamboyant', 'strong', 'digitalpaint', 'face', 'beautiful', '1980', '1970', '1990', '2000', '2010']",0,22
6894,The Throne of Flesh,"['Digital 2D', 'Concept Art', 'Environmental Concept Art & Design', 'Character Design', 'illustration', 'drawing', 'Conceptart', 'Digitalart', '2020', 'design', 'light', 'svilland', 'candle', 'throne', 'flesh', 'lord', 'warrior', 'moon']",0,11
2054,Desert Strike,"['Digital 2D', 'Fantasy', 'Board & Card Game Art', 'Book Illustration', 'assassin', 'fantasy character', 'fantasy class', 'assassin class', 'desert']",0,15
1425,Character Quest Vol.1,['Digital 3D'],0,11
2371,Elly and the Ruby Atlas - Ship,"['Digital 2D', 'Digital 3D', 'Real-time', 'Game Art', 'Hard Surface', 'Elly and the Ruby Atlas', 'Ship', 'Pirate', 'Pirates', 'Cannons', 'Figurehead', 'Figureheads', 'Pirate ship', 'Game art', 'ship concept', 'pirate ship concept']",0,11
6348,Statues,"['Digital 3D', 'Game Art', 'Props', 'Architectural Concepts', 'statue', 'statues', 'sculpture', 'props', 'architectural', 'design', 'unity', 'unity3d', 'unityengine', 'game-ready', 'game-assets', '3dmodel']",0,10
5742,S&W Snub Nose,['Digital 3D'],1,10
5060,Panel 26 LDOM (Ep.02),"['Digital 2D', 'Traditional Ink', 'Mixed Media', 'Comic Art', 'Illustration', 'illustration', 'comic', 'comicart', 'panel', 'comicpanel', 'characterdesign', 'storyboard', 'narrative']",0,10
3662,Josuke and Okuyasu,"['Digital 2D', 'Illustration', 'Anime & Manga', 'Fan Art', 'jojo', 'jojos bizarre adventure', 'jjba', 'josuke', 'okuyasu', 'josuke higashikata', 'okuyasu nijimura']",1,13
5607,Retrofuturism Radios,"['Digital 3D', 'Game Art', 'Props', 'Hard Surface', 'props', 'game ready', 'radio', 'retro', 'retrofuturism', 'future', 'concept', 'model']",0,14
6176,Snowy Journey,"['Digital 3D', 'Fantasy', 'Concept Art', 'Illustration', '', 'castle', '', 'medieval', '', 'knight', '', 'snow', '', 'fortress', '', 'oldcastle', '', 'crusade']",0,13
4345,Medieval bench,"['Digital 3D', 'Game Art', 'Props', 'medieval', 'furniture', 'wooden furniture', 'medieval furniture', 'bench']",1,21
8211,rocksss,"['Digital 2D', 'Concept Art', 'Illustration', 'rocks']",0,9
6472,Stylized spaceship projectile,"['Digital 3D', 'Real-time', 'Live Action CG/VFX', 'Vehicles', 'VFX for Real-Time & Games', '', 'Unity', '', 'gamedev', '', 'Blender', '', 'realtimeVFX', '', 'unity3d', '', 'photoshop', '', 'UnityVFX', '', 'Digital 3D', '', 'Game Art', '', 'visual effects', '', 'shiny', '', 'effects', '', 'projectile', '', 'impact', '', 'VFXprojectile', '', 'VFXcasual', '', 'explosion', '', 'fx', '', 'VFX for Real-Time & Games', '', 'game effect', '', 'stylized']",0,9
2126,Dishonored,"['Digital 3D', 'Anatomy', 'Fan Art', 'Character Modeling', 'sculpture', 'dishonored']",0,16
7427,Wacom Intuos Pro M Material,"['Digital 3D', 'Real-time', 'Mixed Media', 'Game Art', 'Textures & Materials', 'Environmental Concept Art & Design', '', 'substance', '', 'designer', '', 'intuos', '', 'pro', '', 'M', '', 'material', '', '3D', '', 'Game', '', 'Art', '', 'Texture', '', 'flex', '', 'Tesselation', '', 'nodes', '', 'graph', '', 'Modeling', '', 'Concept']",2,23
649,Aries,"['Digital 2D', 'Digital 3D', 'Illustration']",0,11
4644,My girl 😍.,"['Digital 2D', 'Illustration', 'Book Illustration', 'Character Design', 'draw', 'drawing', 'comics', 'conceptart', 'design', 'artwork', 'lineart', 'doodle', 'paint', 'colors', 'digitalart', 'digitaldesign', 'redesign', 'sketch', 'sketchbook', 'illustration', 'digitaldraw', 'artists', 'cartoon']",1,16
5160,Piotr Kowalski comics,,0,11
1263,Cake-Life,"['Digital 2D', 'Digital 3D', 'Concept Art', 'Game Art', 'Props', 'CS:GO', 'Counter-Strike', 'CS', 'Valve', 'Steam', 'Counter-Strike: Global Offensive', 'Sticker', 'Stickers', 'Cake', 'Workshop', 'Holography', 'Foil', 'HF', 'HF3', 'Half-Life', 'Half Life', 'Counter Strike', 'CSGO']",1,32
7219,Unreal Engine 4 / House on a hill,"['Digital 3D', 'Animation', 'Real-time', 'Architectural Visualization', 'Architectural Concepts', 'cinematic', 'archiviz', 'hill', 'house', 'animation', '3ds max', 'unreal', 'unreal engine']",0,8
4446,Minotaur,"['Digital 2D', 'Game Art', 'Creatures', 'Character Design', 'minotaur', 'creature', 'viking', 'nordic', 'character design', 'illustration', 'card game', 'concept art', 'creature design', 'game', 'artwork', 'fantasy art', 'minotaurus']",0,11
1591,Collectible Items - Part 1 (Spoon River),"['Digital 3D', 'Real-time', 'Game Art', 'Props', 'Hard Surface', 'western', 'old', 'ruined', 'historical', 'weathered', 'pbr', 'realistic', 'game', 'item', 'gun', 'revolver', 'whiskey', 'bottle', 'alcohol', 'spiritus', 'cane']",0,10
8597,电影截图练习,"['Digital 2D', 'Fan Art']",2,9
3538,Into the wild,"['Digital 3D', 'Architectural Visualization', 'Architectural Concepts', 'Environmental Concept Art & Design']",0,4
295,A Froggy,"['Digital 3D', 'Real-time', 'Game Art', 'Games and Real-Time 3D Environment Art', 'Gameplay & Level Design', 'frog', 'stylized', 'enviroment', 'prop']",0,3
7577,Winter`s Whisper,"['Digital 2D', 'Illustration', 'Animals & Wildlife', 'Character Design', 'leopard', 'animalillustration', 'fur', 'winter', '2Dart']",0,11
5434,Quick Symmetry Sketch,"['Digital 2D', 'Concept Art', 'Game Art', 'Creatures']",0,18
302,A Pirate's chest,"['Digital 2D', 'Game Art', 'Illustration', 'greyscale', 'DAE', 'Preproduction', 'Pirate', 'Chest']",0,14
269,678,"['Digital 2D', 'Digital 3D', 'Fantasy', 'Fashion & Costume Design', 'Portraits']",0,9
2867,GAME ROOM,"['Digital 3D', 'Illustration', 'Architectural Concepts', 'isometricroom', 'isometric', 'gameroom']",0,12
58,#MarchOfRobots,"['Digital 2D', 'Illustration', 'Mecha', 'Character Design', 'sculpture', 'statue', 'poseidon', 'neptune', 'medusa', 'greek myth', 'warrior', 'sci fi', 'cyberpunk', 'march of robots', 'smirnov school']",0,8
999,Bird House,"['Digital 3D', 'Games and Real-Time 3D Environment Art']",0,6
7014,Tiny Cat's Journey,"['Digital 2D', 'Traditional Paint', 'Illustration', ""Children's Art"", 'Animals & Wildlife', 'cat', 'pet', 'animal', 'concept art', 'illustration', 'tiny', 'cute', 'cute cat', 'children']",0,9
4005,Lisbon Zoo - Tickets,"['Digital 2D', 'Traditional Paint', 'Mixed Media', 'Illustration', 'Animals & Wildlife', 'Editorial Illustration', 'Illustration', 'animals', 'wildlifeart', 'conservation', 'zoo', 'ticketart', 'watercolor']",1,3
3129,Gundam Barbados,"['Digital 3D', 'Mecha', 'Industrial & Product Design', 'Anime & Manga', 'robot', 'Gundam', 'Barbados', '3d']",0,10
2332,Egregore Hive,"['Digital 2D', 'Concept Art', 'Illustration', 'destiny', 'fanart']",0,9
7680,Yanfei Genshin Impact,"['Digital 2D', 'Illustration', 'Fan Art', 'genshinimpact']",1,8
3865,Land Rover Defender - CGI,"['Digital 3D', 'Vehicles', 'Environmental Concept Art & Design', 'Automotive', 'car', 'land rover', 'automotive', 'render', 'cgi', '3d', '3d model', 'modelling', 'rendering', 'lighting', 'design', 'visualization', 'film', 'filmic', 'defender']",0,8
8345,warm,"['Digital 2D', 'Illustration']",1,7
5910,Scorched Poster,"['Digital 3D', 'stargate']",0,13
924,Beam,"['Digital 2D', 'Digital 3D', 'Live Action CG/VFX', 'Fantasy', 'Concept Art', 'Lighting', 'blender', 'concept art', 'cover art', '3dart', 'skull', 'scifi', 'render', 'nft', 'nftart', 'environment', 'lighting', 'vfx', 'animation', 'photoshop', 'cool', 'blue', 'night', 'surreal', 'fantasy', 'digitalillustration', 'spaceman', 'astronaut', 'green', 'dystopia']",0,12
1629,Commission Concept,['Digital 2D'],0,13
5642,Roadworn Jazz Guitar and Drumset,"['Digital 3D', 'Real-time', 'Game Art', 'Props', 'Realism', 'music instruments', 'Guitar', 'Drums', 'amplifier']",1,10
5312,Prince Akeem - NYC outfit,"['Digital 3D', 'Fan Art', 'Stylized', 'Character Modeling', 'zbrush', 'blender', 'stylized', 'toy', 'bust', 'crown', 'movie', 'fanart', 'eevee', 'cycles', 'turnaround', 'eddiemurphy', 'sculpt', 'ny']",1,11
2502,Eye,"['Digital 2D', 'Illustration', 'Portraits', 'Art', 'Photoshop', 'Digitalpainting', 'Painting', 'Portrait', 'Realism', 'Draw', 'Eye', 'Drawing', 'Color']",0,14
5643,Rob Bot,"['Digital 3D', 'Game Art', 'Hard Surface', 'Character Modeling', 'Digital3D', '3dmodeling', '3D', 'Lighting', 'Conceptart', 'HardSurface', 'MECHA', '3dArt', 'charactermodeling']",0,12
2369,"Ellie, The Last Of Us Part II","['Digital 2D', 'Concept Art', 'Game Art', 'Fan Art']",0,14
8616,练习02,,0,9
6124,Skull,"['Digital 3D', 'Anatomy', 'Lighting', 'Realism', 'skull', 'bones', '3d', 'anatomy', 'render']",0,7
8458,人物志,['Digital 2D'],0,11
2940,Gastrotrauma 1,"['Digital 2D', 'Creatures', 'Horror']",1,10
2183,Doughnut,"['Digital 3D', 'Still Life', 'Abstract', 'food', 'Doughnut', '3d food', 'cake', 'rendering', 'sculpting']",2,12
